filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20220522_180517_jpg.rf.a0b91e87067b4f037057d59455833019.jpg,640,640,semiOpenFist,0,0,640,640
IMG_20220524_140336_jpg.rf.9fb14bb0a79a9fd4b66f10279e4a473d.jpg,640,640,singleFingerBend,0,141,640,503
IMG_20220509_133154_jpg.rf.9f52c1411a2cd74cf5be49120a7a184b.jpg,640,640,fingerSymbols,21,82,567,599
IMG_20220524_141353_jpg.rf.a23c5eb3e0697342bb1847549542f458.jpg,640,640,singleFingerBend,0,81,640,600
IMG_20220502_124802_jpg.rf.a195837e138d479957efb4f3ec99344a.jpg,640,640,semiOpenPalm,41,229,640,470
IMG_20220509_135157_jpg.rf.a13ed2dce8c152de93aec546a9e19122.jpg,640,640,fingerCircle,0,130,640,508
IMG_20220522_142329_jpg.rf.a0e5839f6bfe171061ede4972cd78013.jpg,640,640,closedFist,0,0,640,640
IMG_20220502_141412_jpg.rf.a14e83279638c3181a01cbeb31d66968.jpg,640,640,openPalm,0,250,611,464
IMG_20220502_135529_jpg.rf.a0f92a0fb0755a2af6e234ec0ad66e70.jpg,640,640,singleFingerBend,64,64,605,572
IMG_20220522_165527_jpg.rf.a18dbe491c31ca1f20cb28e473dd115d.jpg,640,640,semiOpenFist,0,0,640,640
IMG_20220502_125423_jpg.rf.a35434e0d8701463891514b468cba2e4.jpg,640,640,fingerSymbols,28,204,578,586
IMG_20220501_163346_jpg.rf.a1715ad86ce3cdd5599eae3b469cd4b9.jpg,640,640,fingerCircle,89,101,479,496
IMG_20220502_125903_jpg.rf.a26370895dcb68a698252a39a792b92c.jpg,640,640,singleFingerBend,0,258,534,481
IMG_20220502_132414_jpg.rf.a3995258a836652df45cabc6be30a333.jpg,640,640,semiOpenPalm,100,195,443,569
IMG_20220524_140005_jpg.rf.a36166ef0bab9d3506ca550b038e2730.jpg,640,640,semiOpenFist,0,85,552,593
IMG_20220522_141918_jpg.rf.a38a3984598e2401716e9a4c20a7a9c6.jpg,640,640,singleFingerBend,107,43,640,563
IMG_20220501_163310_jpg.rf.a38901d6595ec88d3895a162838f85a2.jpg,640,640,semiOpenPalm,11,119,490,381
IMG_20220509_134311_jpg.rf.a4b652322665b3a0469dbaf26f9320fa.jpg,640,640,singleFingerBend,34,93,614,584
IMG_20220501_163254_jpg.rf.a50263e0b94aef6c3208b00b7c6085cf.jpg,640,640,semiOpenPalm,57,171,501,570
IMG_20220522_175634_jpg.rf.a3addfaeb1b8f8906a30120f9428532d.jpg,640,640,fingerCircle,94,132,471,521
IMG_20220502_140352_jpg.rf.a2af91852620b932bd83deeb4fc623b4.jpg,640,640,semiOpenPalm,127,85,528,541
IMG_20220509_134615_jpg.rf.a5379117442789510014c53f86dfae01.jpg,640,640,semiOpenFist,78,89,638,503
IMG_20220524_140135_jpg.rf.a4047520dc21a10f1df0fffd9f005900.jpg,640,640,semiOpenPalm,78,118,464,575
IMG_20220522_142054_jpg.rf.a36f9c4d1a831c57eef421984649417b.jpg,640,640,fingerSymbols,42,239,494,575
IMG_20220521_104045_jpg.rf.a5fa36385792d0a90a0c1add1a7ea286.jpg,640,640,semiOpenFist,0,161,640,455
IMG_20220509_131943_jpg.rf.a1643e0c9fcebd5265886e83a961719b.jpg,640,640,semiOpenFist,25,194,574,536
IMG_20220502_132531_jpg.rf.a508dd5e0aa29bbdfdc433021a328ccd.jpg,640,640,fingerSymbols,88,96,532,591
IMG_20220502_142353_jpg.rf.a5e5d362acf940c0319d2130785bdbc6.jpg,640,640,semiOpenFist,0,97,640,615
IMG_20220522_175539_jpg.rf.a58d220ad8ad8cf047b7e88aa084983d.jpg,640,640,semiOpenPalm,0,38,640,625
IMG_20220501_154031_jpg.rf.a590b909ee356c0a18fe85b038ef1ebe.jpg,640,640,semiOpenPalm,0,239,640,507
IMG_20220522_164838_jpg.rf.a6062cffd30fa91f5711aca4c0e4cfd6.jpg,640,640,semiOpenPalm,86,85,528,593
IMG_20220502_142753_jpg.rf.a694a6e23e5a35275059ada0250448a7.jpg,640,640,fingerSymbols,0,0,524,624
IMG_20220522_180815_jpg.rf.a55290f19978f9c054f56750b39e3b60.jpg,640,640,singleFingerBend,0,0,640,640
IMG_20220521_105611_jpg.rf.a56f931248445e48a4b7557290afd247.jpg,640,640,semiOpenFist,70,139,460,490
IMG_20220522_142749_jpg.rf.a5fd79bc03a36da00af437fb32d83c71.jpg,640,640,fingerSymbols,95,99,491,558
IMG_20220522_164752_jpg.rf.a7692e9fb5854a752abb50733f88f021.jpg,640,640,semiOpenFist,53,129,640,500
IMG_20220502_143223_jpg.rf.a654c4ca1e1580ab395199cf317b4dda.jpg,640,640,fingerCircle,102,203,585,518
IMG_20220502_140415_jpg.rf.a76123b6d07f5ec3caebc0882288b080.jpg,640,640,semiOpenPalm,66,161,640,359
IMG_20220502_140455_jpg.rf.a425d7ff41ba700f7eee6e25058d810a.jpg,640,640,singleFingerBend,113,266,561,483
IMG_20220522_142332_jpg.rf.a6a8d7ad4deb6e87c18fc22e3e37ccca.jpg,640,640,closedFist,0,0,640,640
IMG_20220509_134944_jpg.rf.a78b933171639ace9fba76382129af5f.jpg,640,640,fingerSymbols,104,121,538,616
IMG_20220509_131105_jpg.rf.a8109926426f6ac838a3f05755496fc3.jpg,640,640,semiOpenPalm,152,213,477,611
IMG_20220509_140142_jpg.rf.a7be69fc76f56b85d051a2d70d7dc219.jpg,640,640,fingerCircle,50,106,508,547
IMG_20220509_132104_jpg.rf.a79704536a2a8c9ebc3c6d893713c706.jpg,640,640,semiOpenPalm,0,0,640,640
IMG_20220509_130216_jpg.rf.a2f1341b8d9f0239849b03c46baa18ff.jpg,640,640,closedFist,75,233,541,534
IMG_20220522_141808_jpg.rf.a7372831ea33cfe6ac2ccacd69271a80.jpg,640,640,semiOpenPalm,58,93,451,570
IMG_20220502_124539_jpg.rf.a82169bd8e73e6093b81f32aa2c6f5a6.jpg,640,640,closedFist,20,113,559,501
IMG_20220522_141804_jpg.rf.a838281518b99d08479770ceabecc2c2.jpg,640,640,semiOpenFist,0,223,640,526
IMG_20220521_104524_jpg.rf.a7b1873c2dce7f5875b37454195247ab.jpg,640,640,singleFingerBend,58,309,640,581
IMG_20220509_130357_jpg.rf.a84457fd6f91a8be28447dfbede074ff.jpg,640,640,semiOpenFist,0,225,640,503
IMG_20220509_132056_jpg.rf.a95249515f060719693cd5501aedfab5.jpg,640,640,semiOpenPalm,0,0,640,640
IMG_20220509_131236_jpg.rf.a9302edcb24a10002b7683f7fc30efdb.jpg,640,640,fingerSymbols,61,200,533,504
IMG_20220509_134846_jpg.rf.a88e1b6144b4fc9ad32133fddd241357.jpg,640,640,singleFingerBend,0,102,640,439
IMG_20220509_131709_jpg.rf.a939b714663172e8df26031aa3d66e6c.jpg,640,640,openPalm,0,0,640,640
IMG_20220522_180252_jpg.rf.aa56494f0800aec9c3c1593bfd2b18f3.jpg,640,640,openPalm,95,88,640,603
IMG_20220509_134512_jpg.rf.a98401f0d37928cb4360e3e4984842a8.jpg,640,640,openPalm,111,110,540,469
IMG_20220521_104641_jpg.rf.aa8cccab79d17c235dd5f0e3f37ca8a5.jpg,640,640,fingerSymbols,152,60,580,537
IMG_20220502_143141_jpg.rf.ac040b8735dc03bb9fbeb52a7de756bb.jpg,640,640,fingerCircle,0,188,640,514
IMG_20220522_165935_jpg.rf.aa03bbcfb9d33f84d8921e24371173a7.jpg,640,640,fingerSymbols,0,124,544,542
IMG_20220522_141850_jpg.rf.ab776b818caf4d790ac04f6e7b3bac8d.jpg,640,640,singleFingerBend,0,87,549,554
IMG_20220522_175437_jpg.rf.a96ae30189239a3af2b9f9300c373910.jpg,640,640,semiOpenFist,0,108,640,490
IMG_20220524_141354_jpg.rf.a953b284b5822cd3a956ae696c7771f4.jpg,640,640,singleFingerBend,0,81,615,591
IMG_20220509_132242_jpg.rf.ab569b1f1eda062dfba5162bd8eb7213.jpg,640,640,singleFingerBend,0,24,640,640
IMG_20220509_131050_jpg.rf.aba342c617317427c6f7ef6eceec9abe.jpg,640,640,semiOpenFist,136,250,449,488
IMG_20220501_163537_jpg.rf.ab654cc81040e2cd77b9343a1b9bf9c4.jpg,640,640,fingerSymbols,50,105,492,558
IMG_20220502_140632_jpg.rf.ac2b4e5458a40c76b008817a654c9879.jpg,640,640,fingerSymbols,190,148,556,527
IMG_20220430_180746_jpg.rf.ac605ed674f8eaa5f0eba67f8994ed60.jpg,640,640,semiOpenFist,103,130,568,554
IMG_20220502_132558_jpg.rf.abb731c5b8176fd1233a17c3de9a2c47.jpg,640,640,fingerSymbols,0,119,640,584
IMG_20220521_104436_jpg.rf.ab70b8cb0c30419c641dadc59ad76239.jpg,640,640,fingerCircle,9,202,519,526
IMG_20220502_142727_jpg.rf.aac005f3ff6f01211b7aec4e9bdccb5d.jpg,640,640,fingerSymbols,0,179,475,640
IMG_20220522_180749_jpg.rf.ac20ade35d95a1be65c8ca5904afda59.jpg,640,640,singleFingerBend,0,0,590,640
IMG_20220501_155134_jpg.rf.aceda080d8d9a12f14843e7df2eca32d.jpg,640,640,closedFist,25,31,640,640
IMG_20220501_151546_jpg.rf.acb5bb3c762e283ae659f927fa303460.jpg,640,640,closedFist,105,184,475,455
IMG_20220430_181503_jpg.rf.accd4434053d054c458f15d2b3bd9ba4.jpg,640,640,singleFingerBend,165,0,640,383
IMG_20220509_130128_jpg.rf.ad3e11755119e13b936f1bdae200f6ec.jpg,640,640,openPalm,52,122,541,600
IMG_20220509_134321_jpg.rf.aa5ea6a0c2a30101a95196af2be865b2.jpg,640,640,singleFingerBend,0,186,640,517
IMG_20220509_132423_jpg.rf.acf527bf054b094a934dfa75fafd2254.jpg,640,640,fingerSymbols,0,0,640,640
IMG_20220522_142312_jpg.rf.ace777b67fc1ee61cd2ba37b609782fb.jpg,640,640,openPalm,0,0,640,640
IMG_20220509_140048_jpg.rf.adc955be094506d90ecd4f2e63a7a933.jpg,640,640,fingerCircle,61,60,585,562
IMG_20220524_140959_jpg.rf.ac3cd208b6dfa689eb23294e2ed5ef63.jpg,640,640,closedFist,56,219,530,524
IMG_20220522_175550_jpg.rf.adcf6af1a05b02112b832c0f5db43044.jpg,640,640,semiOpenPalm,0,0,640,640
IMG_20220509_132851_jpg.rf.add3508cdaedf5b089cac9b3c40b4e61.jpg,640,640,semiOpenFist,31,233,558,569
IMG_20220509_131743_jpg.rf.adbb9d990eb759de7903b46bf482c822.jpg,640,640,closedFist,0,0,640,640
IMG_20220430_185208_jpg.rf.ae6258279dbe9580958eb1e5aac373aa.jpg,640,640,fingerSymbols,22,149,519,640
IMG_20220502_125854_jpg.rf.a980d914fcecc241fc0897b732ca4f46.jpg,640,640,singleFingerBend,86,229,554,508
IMG_20220521_105050_jpg.rf.adf3edad167aea4a20e7839e532e571d.jpg,640,640,fingerSymbols,0,18,532,640
IMG_20220430_181508_jpg.rf.ad3a151bb11c88a663012c41642cca14.jpg,640,640,singleFingerBend,95,33,526,463
IMG_20220522_165201_jpg.rf.ae806c241fd68e1ee038f340afffd1f5.jpg,640,640,fingerSymbols,47,132,523,491
IMG_20220523_115046_jpg.rf.af33d2ee66e8b242f2e904afe9783bf2.jpg,640,640,fingerCircle,67,114,526,557
IMG_20220521_110037_jpg.rf.aefe5235a227f84d9f746bbd86f22a1c.jpg,640,640,fingerSymbols,0,0,640,640
IMG_20220522_164629_jpg.rf.b01e4cae13f5162238d9f27f4f9d8343.jpg,640,640,semiOpenFist,130,95,565,488
IMG_20220501_153629_jpg.rf.a957e0bd66a4d3b3012365c4fc22e4ac.jpg,640,640,closedFist,119,213,523,514
IMG_20220502_125739_jpg.rf.b00e8aecd5beee9c6b0991d114c5b7f5.jpg,640,640,semiOpenFist,108,227,547,567
IMG_20220509_131112_jpg.rf.b02aab29bc3da179825c45439227af24.jpg,640,640,semiOpenPalm,100,182,497,587
IMG_20220502_142309_jpg.rf.b12aab2b9d2493c8d40d588769f3ee94.jpg,640,640,closedFist,141,194,622,490
IMG_20220521_105840_jpg.rf.b0691097dbac2fe17eeea339060407a6.jpg,640,640,singleFingerBend,89,192,515,569
IMG_20220521_105648_jpg.rf.b14d5cafc51a9af42ac9d8d15eb18cd0.jpg,640,640,semiOpenPalm,119,137,497,569
IMG_20220509_130251_jpg.rf.b1593f1534b259062af5de5ccf0317ee.jpg,640,640,semiOpenFist,89,149,561,587
IMG_20220430_184355_jpg.rf.b20df94edfa191cc25fed4c4f29de458.jpg,640,640,fingerSymbols,0,69,582,604
IMG_20220522_175827_jpg.rf.aece32aae168f7a8e7d60d406e51ae86.jpg,640,640,fingerSymbols,93,158,479,545
IMG_20220509_130359_jpg.rf.b287226511551e5e1d8a0d20adf3ce23.jpg,640,640,semiOpenFist,0,262,640,529
IMG_20220522_175812_01_jpg.rf.b23140ae35f9f962f92e107b3d2e1460.jpg,640,640,fingerSymbols,110,133,486,596
IMG_20220524_140045_jpg.rf.b1f0be2f3ac78e9725472f34b0814697.jpg,640,640,semiOpenFist,8,154,640,433
IMG_20220522_165656_jpg.rf.b14db2a49effdbcc10f46ced4f3eca77.jpg,640,640,semiOpenPalm,64,102,519,594
IMG_20220509_131054_jpg.rf.b17719e36fc390c099fceff850b806aa.jpg,640,640,semiOpenFist,25,287,484,570
IMG_20220430_181203_jpg.rf.b1531e70b16d60b7804d063cc30fdda7.jpg,640,640,fingerCircle,61,64,501,541
IMG_20220501_163157_jpg.rf.b2a9700bf111272d43d3f9436bfd4fdf.jpg,640,640,semiOpenFist,86,176,477,495
IMG_20220521_104202_jpg.rf.b34fb2eea69f2f730591f392f9243fb4.jpg,640,640,semiOpenPalm,0,202,640,493
IMG_20220501_163242_jpg.rf.b33c80e9f04bd3b6ea05819be988b4eb.jpg,640,640,semiOpenPalm,93,155,467,551
IMG_20220522_165910_jpg.rf.b3c0f43f76a87d0b8094ee4295caac11.jpg,640,640,fingerSymbols,49,153,530,488
IMG_20220509_130932_jpg.rf.b3d84439ca89b0f29ad71298bccb5396.jpg,640,640,openPalm,62,227,515,573
IMG_20220509_132756_jpg.rf.b2ade583e4f9dd2c6c2594216aa2ef0a.jpg,640,640,closedFist,67,202,521,493
IMG_20220502_141516_jpg.rf.b47588153f08f8ab61329a278a911fc9.jpg,640,640,closedFist,86,248,598,592
